"careless ","adj","ˈkɛrləs ","cẩu thả"
"category ","n","ˈkætəˌɡɔri ","loại"
"ceiling ","n","ˈsilɪŋ ","trần nhà"
"celebration ","n","ˌsɛləˈbreɪʃən ","lễ ăn mừng"
"central ","adj","ˈsɛntrəl ","trung tâm"
"centre ","v","ˈsɛntər ","trung tâm"
"ceremony ","n","ˈsɛrəˌmoʊni ","lễ"
"chain ","n","ʧeɪn ","xích"
"challenge ","n","ˈʧælənʤ ","thử thách"
"champion ","n","ˈʧæmpiən ","quán quân"
"channel ","n","ˈʧænəl ","kênh"
"chapter ","n","ˈʧæptər ","chương"
"charge ","n, v","ʧɑrʤ ","thù lao"
"cheap ","adv","ʧip ","rẻ"
"cheat ","v, n","ʧit ","gian lận"
"cheerful ","adj","ˈʧɪrfəl ","vui vẻ"
"chemical ","adj, n","ˈkɛməkəl ","hóa chất"
"chest ","n","ʧɛst ","ngực"
"childhood ","n","ˈʧaɪldˌhʊd ","thời thơ ấu"
"claim ","v, n","kleɪm ","khẳng định"
"clause ","n","klɔz ","điều khoản"
"clear ","v","klɪr ","thông thoáng"
"click ","v, n","klɪk ","nhấp chuột"
"client ","n","ˈklaɪənt ","khách hàng"
"climb ","n","klaɪm ","leo"
"cloth ","n","klɔθ ","vải"
"clue ","n","klu ","đầu mối"
"coach ","v","koʊʧ ","huấn luyện viên"
"coal ","n","koʊl ","than đá"
"coin ","n","kɔɪn ","đồng tiền"
"collection ","n","kəˈlɛkʃən ","bộ sưu tập"
"coloured ","adj","ˈkʌlərd ","màu sắc rực rỡ"
"combine ","v","ˈkɑmbaɪn ","kết hợp"
"comment ","v","ˈkɑmɛnt ","bình luận"
"commercial ","adj, n","kəˈmɜrʃəl ","thuộc về thương mại"
"commit ","v","kəˈmɪt ","làm"
"communication ","n","kəmˌjunəˈkeɪʃən ","giao tiếp"
"comparison ","n","kəmˈpɛrəsən ","so sánh"
"competitor ","n","kəmˈpɛtətər ","đối thủ"
"competitive ","adj","kəmˈpɛtətɪv ","cạnh tranh"
"complaint ","n","kəmˈpleɪnt ","lời phàn nàn"
"complex ","adj","ˈkɑmplɛks ","tổ hợp"
"concentrate ","v","ˈkɑnsənˌtreɪt ","tập trung"
"conclude ","v","kənˈklud ","kết luận"
"conclusion ","n","kənˈkluʒən ","Phần kết luận"
"confident ","adj","ˈkɑnfədənt ","tự tin"
"confirm ","v","kənˈfɜrm ","xác nhận"
"confuse ","v","kənˈfjuz ","bối rối"
"confused ","adj","kənˈfjuzd ","bối rối"
"connection ","n","kəˈnɛkʃən ","sự liên quan"
"consequence ","n","ˈkɑnsəkwəns ","kết quả"
"consist ","v","kənˈsɪst ","bao gồm"
"consume ","v","kənˈsum ","tiêu thụ"
"consumer ","n","kənˈsumər ","người tiêu dùng"
"contact ","n, v","ˈkɑnˌtækt ","liên hệ"
"container ","n","kənˈteɪnər ","thùng đựng hàng"
"content ","n","ˈkɑntɛnt ","nội dung"
"continuous ","adj","kənˈtɪnjuəs ","tiếp diễn"
"contrast ","n, v","ˈkɑntræst ","sự tương phản"
"convenient ","adj","kənˈvinjənt ","thuận lợi"
"convince ","v","kənˈvɪns ","thuyết phục"
"cool ","v","kul ","mát mẻ"
"costume ","n","kɑˈstum ","trang phục"
"cottage ","n","ˈkɑtəʤ ","ngôi nhà tranh"
"cotton ","n","ˈkɑtən ","bông"
"count ","n","kaʊnt ","đếm"
"countryside ","n","ˈkʌntriˌsaɪd ","nông thôn"
"court ","n","kɔrt ","tòa án"
"cover ","n","ˈkʌvər ","che phủ"
"covered ","adj","ˈkʌvərd ","đề cập"
"cream ","adj","krim ","kem"
"criminal ","adj","ˈkrɪmənəl ","tội phạm"
"cruel ","adj","ˈkruəl ","tàn nhẫn"
"cultural ","adj","ˈkʌlʧərəl ","thuộc văn hóa"
"currency ","n","ˈkɜrənsi ","tiền tệ"
"current ","adj","ˈkɜrənt ","hiện hành"
"currently ","adv","ˈkɜrəntli ","Hiện nay"
"curtain ","n","ˈkɜrtən ","tấm màn"
"custom ","n","ˈkʌstəm ","phong tục"
"cut ","n","kʌt ","cắt"
"daily ","adv","ˈdeɪli ","hằng ngày"
"damage ","n, v","ˈdæməʤ ","hư hại"
"deal ","n","dil ","thỏa thuận"
"decade ","n","dɛˈkeɪd ","thập kỷ"
"decorate ","v","ˈdɛkəˌreɪt ","trang trí"
"deep ","adv","dip ","sâu"
"define ","v","dɪˈfaɪn ","định nghĩa"
"definite ","adj","ˈdɛfənət ","chắc chắn"
"definition ","n","ˌdɛfəˈnɪʃən ","sự định nghĩa"
"deliver ","v","dɪˈlɪvər ","giao"
"departure ","n","dɪˈpɑrʧər ","sự khởi hành"
"despite ","prep","dɪˈspaɪt ","cho dù"
"destination ","n","ˌdɛstəˈneɪʃən ","điểm đến"
"determine ","v","dəˈtɜrmən ","quyết tâm"
"determined ","adj","dɪˈtɜrmənd ","xác định"
"development ","n","dɪˈvɛləpmənt ","phát triển"
"diagram ","n","ˈdaɪəˌɡræm ","biểu đồ"
"diamond ","n","ˈdaɪmənd ","kim cương"
"difficulty ","n","ˈdɪfəkəlti ","khó khăn"
"direct ","v, adv","dəˈrɛkt ","trực tiếp"
"directly ","adv","dəˈrɛktli ","trực tiếp"
"dirt ","n","dɜrt ","bụi bẩn"
"disadvantage ","n","ˌdɪsədˈvæntɪʤ ","điều bất lợi"
"disappointed ","adj","ˌdɪsəˈpɔɪntɪd ","thất vọng"
"disappointing ","adj","ˌdɪsəˈpɔɪntɪŋ ","đáng thất vọng"
"discount ","n","dɪˈskaʊnt ","giảm giá"
"dislike ","v, n","dɪˈslaɪk ","không thích"
"divide ","v","dɪˈvaɪd ","chia"
"documentary ","n","ˌdɑkjəˈmɛntəri ","phim tài liệu"
"donate ","v","ˈdoʊˌneɪt ","quyên tặng"
"double ","adv","ˈdʌbəl ","gấp đôi"
"doubt ","n, v","daʊt ","nghi ngờ"
"dressed ","adj","drɛst ","mặc quần áo"
"drop ","n","drɑp ","làm rơi"
"drum ","n","drʌm ","cái trống"
"drunk ","adj","drʌŋk ","say rượu"
"due ","adj","du ","quá hạn"
"dust ","n","dʌst ","bụi"
"duty ","n","ˈduti ","nhiệm vụ"
"earthquake ","n","ˈɜrθˌkweɪk ","động đất"
"eastern ","adj","ˈistərn ","phương Đông"
"economic ","adj","ˌɛkəˈnɑmɪk ","thuộc kinh tế"
"economy ","n","ɪˈkɑnəmi ","kinh tế"
"edge ","n","ɛʤ ","bờ rìa"
"editor ","n","ˈɛdətər ","biên tập viên"
"educate ","v","ˈɛʤəˌkeɪt ","giáo dục"
"educated ","adj","ˈɛʤəˌkeɪtəd ","có học thức"
"educational ","adj","ˌɛʤəˈkeɪʃənəl ","giáo dục"
"effective ","adj","ɪˈfɛktɪv ","hiệu quả"
"effectively ","adv","ɪˈfɛktɪvli ","có hiệu quả"
"effort ","n","ˈɛfərt ","cố gắng"
"election ","n","ɪˈlɛkʃən ","cuộc bầu cử"
"element ","n","ˈɛləmənt ","yếu tố"
"embarrassed ","adj","ɪmˈbɛrəst ","lúng túng"
"embarrassing ","adj","ɪmˈbɛrəsɪŋ ","xấu hổ"
"emergency ","n","ɪˈmɜrʤənsi ","khẩn cấp"
"emotion ","n","ɪˈmoʊʃən ","cảm xúc"
"employment ","n","ɛmˈplɔɪmənt ","thuê người làm"
"empty ","v","ˈɛmpti ","trống"
"encourage ","v","ɛnˈkɜrɪʤ ","khuyến khích"
"enemy ","n","ˈɛnəmi ","kẻ thù"
"engaged ","adj","ɛnˈɡeɪʤd ","đính hôn"
"engineering ","n","ˈɛnʤəˈnɪrɪŋ ","kỹ thuật"
"entertain ","v","ˌɛntərˈteɪn ","giải trí"
"entertainment ","n","ˌɛntərˈteɪnmənt ","sự giải trí"
"entrance ","n","ˈɛntrəns ","cổng vào"
"entry ","n","ˈɛntri ","lối vào"
"environmental ","adj","ɪnˌvaɪrənˈmɛntəl ","thuộc về môi trường"
"episode ","n","ˈɛpəˌsoʊd ","tập phim"
"equal ","adj, v","ˈikwəl ","bình đẳng"
"equally ","adv","ˈikwəli ","bằng nhau"
"escape ","v, n","ɪˈskeɪp ","bỏ trốn"
"essential ","adj","ɪˈsɛnʃəl ","thiết yếu"
"eventually ","adv","ɪˈvɛnʧəwəli ","sau cùng"
"examine ","v","ɪɡˈzæmɪn ","nghiên cứu"
"except ","conj","ɪkˈsɛpt ","ngoại trừ"
"exchange ","n, v","ɪksˈʧeɪnʤ ","trao đổi"
"excitement ","n","ɪkˈsaɪtmənt ","sự phấn khích"
"exhibition ","n","ˌɛksəˈbɪʃən ","triển lãm"
"expand ","v","ɪkˈspænd ","mở rộng"
"expected ","adj","ɪkˈspɛktəd ","hy vọng"
"expedition ","n","ˌɛkspəˈdɪʃən ","cuộc thám hiểm"
"experience ","v","ɪkˈspɪriəns ","kinh nghiệm"
"experienced ","adj","ɪkˈspɪriənst ","có kinh nghiệm"
"experiment ","v","ɪkˈspɛrəmənt ","cuộc thí nghiệm"
"explode ","v","ɪkˈsploʊd ","nổ tung"
"explore ","v","ɪkˈsplɔr ","khám phá"
"explosion ","n","ɪkˈsploʊʒən ","vụ nổ"
"export ","n, v","ˈɛkspɔrt ","xuất khẩu"
"extra ","n, adv","ˈɛkstrə ","thêm"
"face ","v","feɪs ","khuôn mặt"
"fairly ","adv","ˈfɛrli ","công bằng"
"familiar ","adj","fəˈmɪljər ","thân thuộc"
"fancy ","v, adj","ˈfænsi ","si mê"
"far ","adj","fɑr ","xa"
"fascinating ","adj","ˈfæsəˌneɪtɪŋ ","lôi cuốn"
"fashionable ","adj","ˈfæʃənəbəl ","hợp thời trang"
"fasten ","v","ˈfæsən ","đóng lại"
"favour ","n","favour ","ủng hộ"
"fear ","v","fɪr ","nỗi sợ"
"feature ","v","ˈfiʧər ","tính năng"
"fence ","n","fɛns ","hàng rào"
"fighting ","n","ˈfaɪtɪŋ ","Chiến đấu"
"file ","n","faɪl ","tài liệu"
"financial ","adj","fəˈnænʃəl ","tài chính"
"fire ","v","ˈfaɪər ","ngọn lửa"
"fitness ","n","ˈfɪtnəs ","sự thích hợp"
"fixed ","adj","fɪkst ","đã sửa"
"flag ","n","flæɡ ","lá cờ"
"flood ","n, v","flʌd ","lụt"
"flour ","n","ˈflaʊər ","bột mì"
"flow ","v, n","floʊ ","chảy"
"fold ","v","foʊld ","nếp gấp"
"folk ","n, adj","foʊk ","dân gian"
"following ","n","ˈfɑloʊɪŋ ","tiếp theo"
"force ","n, v","fɔrs ","lực lượng"
"forever ","adv","fəˈrɛvər ","mãi mãi"
"frame ","n, v","freɪm ","khung"
"freeze ","v","friz ","đông cứng"
"frequently ","adv","ˈfrikwəntli ","thường xuyên"
"friendship ","n","ˈfrɛndʃɪp ","tình bạn"
"frighten ","v","ˈfraɪtən ","hoảng sợ"
"frightened ","adj","ˈfraɪtənd ","sợ sệt"
"frightening ","adj","ˈfraɪtənɪŋ ","đáng sợ"
"frozen ","adj","ˈfroʊzən ","Đông cứng"
"fry ","v","fraɪ ","chiên rán"
"fuel ","n","ˈfjuəl ","nhiên liệu"
"function ","n","ˈfʌŋkʃən ","chức năng"
"fur ","n","fɜr ","lông thú"
"further ","adv","ˈfɜrðər ","hơn nữa"
"garage ","n","ɡəˈrɑʒ ","ga-ra "
"gather ","v","ˈɡæðər ","tập trung"
"generally ","adv","ˈʤɛnərəli ","nói chung là"
"generation ","n","ˌʤɛnəˈreɪʃən ","thế hệ"
"generous ","adj","ˈʤɛnərəs ","hào phóng"
"gentle ","adj","ˈʤɛntəl ","dịu dàng"
"gentleman ","n","ˈʤɛntəlmən ","quý ông"
"ghost ","n","ɡoʊst ","bóng ma"
"giant ","adj, n","ˈʤaɪənt ","người khổng lồ"
"glad ","adj","ɡlæd ","vui mừng"
"global ","adj","ˈɡloʊbəl ","toàn cầu"
"glove ","n","ɡlʌv ","găng tay"
"go ","n","ɡoʊ ","đi"
"goods ","n","ɡʊdz ","Các mặt hàng"
"grade ","n","ɡreɪd ","cấp"
"graduate ","n, v","ˈɡræʤuɪt ","tốt nghiệp"
"grain ","n","ɡreɪn ","ngũ cốc"
"grateful ","adj","ˈɡreɪtfəl ","tri ân"
"growth ","n","ɡroʊθ ","sự phát triển"
"guard ","n, v","ɡɑrd ","bảo vệ"
"guilty ","adj","ˈɡɪlti ","tội lỗi"
"hand ","v","hænd ","tay"
"hang ","v","hæŋ ","treo"
"happiness ","n","ˈhæpinəs ","niềm hạnh phúc"
"hardly ","adv","ˈhɑrdli ","khắc nghiệt"
"hate ","n","heɪt ","ghét"
"head ","v","hɛd ","cái đầu"
"headline ","n","ˈhɛˌdlaɪn ","tiêu đề"
"heating ","n","ˈhitɪŋ ","sưởi"
"heavily ","adv","ˈhɛvəli ","nặng nề"
"helicopter ","n","ˈhɛlɪˌkɑptər ","trực thăng"
"highlight ","v, n","ˈhaɪˌlaɪt ","điểm nổi bật"
"highly ","adv","ˈhaɪli ","đánh giá cao"
"hire ","v","ˈhaɪər ","Thuê"
"historic ","adj","hɪˈstɔrɪk ","mang tính lịch sử"
"historical ","adj","hɪˈstɔrɪkəl ","lịch sử"
"honest ","adj","ˈɑnəst ","trung thực"
"horrible ","adj","ˈhɔrəbəl ","tệ hại"
"horror ","n","ˈhɔrər ","kinh dị"
"host ","n","hoʊst ","chủ nhà"
"hunt ","v","hʌnt ","săn bắn"
"hurricane ","n","ˈhɜrəˌkeɪn ","bão"
"hurry ","n, v","ˈhɜri ","sự vội vàng"
"identity ","n","aɪˈdɛntəti ","danh tính"
"ignore ","v","ɪɡˈnɔr ","phớt lờ"
"illegal ","adj","ɪˈliɡəl ","bất hợp pháp"
"imaginary ","adj","ɪˈmæʤəˌnɛri ","tưởng tượng"
"immediate ","adj","ɪˈmidiət ","ngay tức khắc"
"immigrant ","n","ˈɪməɡrənt ","di trú"
"impact ","n, v","ˈɪmpækt ","sự va chạm"
"import ","n, v","ˈɪmpɔrt ","nhập khẩu"
"importance ","n","ɪmˈpɔrtəns ","tầm quan trọng"
"impression ","n","ɪmˈprɛʃən ","ấn tượng"
"impressive ","adj","ɪmˈprɛsɪv ","ấn tượng"
"improvement ","n","ɪmˈpruvmənt ","sự cải tiến"
"incredibly ","adv","ɪnˈkrɛdəbli ","vô cùng"
"indeed ","adv","ɪnˈdid ","thực vậy"
"indicate ","v","ˈɪndəˌkeɪt ","biểu thị"
"indirect ","adj","ɪndəˈrɛkt ","gián tiếp"
"indoor ","adj","ˈɪnˌdɔr ","trong nhà"
"indoors ","adv","ˈɪnˌdɔrz ","trong nhà"
"influence ","n, v","ˈɪnfluəns ","ảnh hưởng"
"ingredient ","n","ɪnˈɡridiənt ","nguyên liệu"
"injure ","v","ˈɪnʤər ","làm tổn thương"
"injured ","adj","ˈɪnʤərd ","bị thương"
"innocent ","adj","ˈɪnəsənt ","vô tội"
"intelligence ","n","ɪnˈtɛləʤəns ","Sự thông minh"
"intend ","v","ɪnˈtɛnd ","có ý định"
"intention ","n","ɪnˈtɛnʧən ","chủ đích"
"invest ","v","ɪnˈvɛst ","đầu tư"
"investigate ","v","ɪnˈvɛstəˌɡeɪt ","khảo sát"
"involved ","adj","ɪnˈvɑlvd ","có liên quan"
"iron ","n, v","ˈaɪərn ","sắt"
"issue ","n","ˈɪʃu ","vấn đề"
"IT ","n","ɪt ","NÓ"
"journal ","n","ˈʤɜrnəl ","tạp chí"
"judge ","n, v","ʤʌʤ ","phán xét"
"keen ","adj","kin ","sắc sảo"
"key ","v","ki ","chìa khóa"
"keyboard ","n","ˈkiˌbɔrd ","bàn phím"
"kick ","v, n","kɪk ","đá"
"killing ","n","ˈkɪlɪŋ ","giết chóc"
"kind ","(caring) adj","kaɪnd ","loại"
"kiss ","v, n","kɪs ","hôn"
"knock ","n","nɑk ","cú đánh"
"label ","n, v","ˈleɪbəl ","nhãn"
"laboratory ","n","ˈlæbrəˌtɔri ","phòng thí nghiệm"
"lack ","n, v","læk ","thiếu"
"latest ","adj","ˈleɪtəst ","muộn nhất"
"lay ","v","leɪ ","đặt nằm"
"layer ","n","ˈleɪər ","lớp"
"lead ","n","lid ","chỉ huy"
"leading ","adj","ˈlidɪŋ ","dẫn đầu"
"leaf ","n","lif ","lá cây"
"leather ","n","ˈlɛðər ","da thú"
"legal ","adj","ˈliɡəl ","hợp pháp"
"leisure ","n","ˈlɛʒər ","thời gian rảnh rỗi"
"length ","n","lɛŋkθ ","chiều dài"
"level ","adj","ˈlɛvəl ","mức độ"
"lie ","(tell a lie) v, n","laɪ ","nói dối"
"like ","(find sb/sth pleasant) n","laɪk ","giống"
"limit ","n, v","ˈlɪmət ","giới hạn"
"lip ","n","lɪp ","môi"
"liquid ","n, adj","ˈlɪkwəd ","chất lỏng"
"literature ","n","ˈlɪtərəʧər ","văn học"
"live ","adj, adv","lɪv ","sống"
"living ","adj, n","ˈlɪvɪŋ ","cuộc sống"
"local ","n","ˈloʊkəl ","địa phương"
"locate ","v","ˈloʊˌkeɪt ","định vị"
"located ","adj","ˈloʊˌkeɪtəd ","xác định vị trí"
"location ","n","loʊˈkeɪʃən ","vị trí"
"lonely ","adj","ˈloʊnli ","cô đơn"
"loss ","n","lɔs ","sự mất mát"
"luxury ","n","ˈlʌɡʒəri ","sang trọng"
"mad ","adj","mæd ","điên rồ"
"magic ","n, adj","ˈmæʤɪk ","ảo thuật"
"mainly ","adv","ˈmeɪnli ","chủ yếu"
"mall ","n","mɔl ","trung tâm mua sắm"
"management ","n","ˈmænəʤmənt ","sự quản lý"
"market ","v","ˈmɑrkət ","chợ"
"marketing ","n","ˈmɑrkətɪŋ ","tiếp thị"
"marriage ","n","ˈmɛrɪʤ ","kết hôn"
"meanwhile ","adv","ˈminˌwaɪl ","trong khi đó"
"measure ","v, n","ˈmɛʒər ","đo lường"
"medium ","adj","ˈmidiəm ","trung bình"
"mental ","adj","ˈmɛntəl ","tâm thần"
"mention ","n","ˈmɛnʃən ","đề cập đến"
"mess ","n","mɛs ","sự lộn xộn"
"mild ","adj","maɪld ","nhẹ"
"mine ","(hole in the ground) n","maɪn ","của tôi"
"mix ","v, n","mɪks ","pha trộn"
"mixture ","n","ˈmɪksʧər ","hỗn hợp"
"mood ","n","mud ","tâm trạng"
"move ","n","muv ","di chuyển"
"mud ","n","mʌd ","bùn"
"murder ","n, v","ˈmɜrdər ","giết người"
"muscle ","n","ˈmʌsəl ","cơ bắp"
"musical ","n","ˈmjuzɪkəl ","âm nhạc"
"mystery ","n","ˈmɪstəri ","bí ẩn"
"nail ","n","neɪl ","móng tay"
"narrative ","n, adj","ˈnærətɪv ","chuyện kể"
"nation ","n","ˈneɪʃən ","Quốc gia"
"native ","adj, n","ˈneɪtɪv ","tự nhiên"
"naturally ","adv","ˈnæʧərəli ","một cách tự nhiên"
"necessarily ","adv","ˌnɛsəˈsɛrəli ","nhất thiết"
"need ","modal v","nid ","nhu cầu"
"needle ","n","ˈnidəl ","cây kim"
"neighbourhood ","n","neighbourhood ","hàng xóm"
"neither ","adv","ˈniðər ","không"
"net ","n","nɛt ","mạng lưới"
"next ","n","nɛkst ","Kế tiếp"
"nor ","conj/adv","nɔr ","cũng không"
"normal ","n","ˈnɔrməl ","Bình thường"
"northern ","adj","ˈnɔrðərn ","Phương bắc"
"note ","v","noʊt ","ghi chú"
"now ","conj","naʊ ","Hiện nay"
"nuclear ","adj","ˈnukliər ","hạt nhân"
"obvious ","adj","ˈɑbviəs ","rõ ràng"
"obviously ","adv","ˈɑbviəsli ","rõ ràng"
"occasion ","n","əˈkeɪʒən ","dịp"
"occur ","v","əˈkɜr ","xảy ra"
"odd ","adj","ɑd ","số lẻ"
"official ","adj","əˈfɪʃəl ","chính thức"
"old-fashioned ","adj","oʊld-ˈfæʃənd ","Cổ hủ"
"once ","conj","wʌns ","một lần"
"operation ","n","ˌɑpəˈreɪʃən ","hoạt động"
"organized ","adj","ˈɔrɡəˌnaɪzd ","được tổ chức"
"organizer ","n","ˈɔrɡəˌnaɪzər ","người tổ chức"
"original ","n","əˈrɪʤənəl ","nguyên bản"
"originally ","adv","əˈrɪʤənəli ","ban đầu"
"ought ","modal v","ɔt ","nên"
"ours ","pron","ˈaʊərz ","của chúng tôi"
"outdoor ","adj","ˈaʊtˌdɔr ","ngoài trời"
"outdoors ","adv","ˈaʊtˈdɔrz ","ngoài trời"
"pack ","n","pæk ","đóng gói"
"package ","n","ˈpækəʤ ","bưu kiện"
"painful ","adj","ˈpeɪnfəl ","đau đớn"
"pale ","adj","peɪl ","tái nhợt"
"pan ","n","pæn ","chảo"
"participate ","v","pɑrˈtɪsəˌpeɪt ","tham gia"
"particularly ","adv","ˌpɑrˈtɪkjələrli ","cụ thể"
"pass ","n","pæs ","vượt qua"
"passion ","n","ˈpæʃən ","niềm đam mê"
"path ","n","pæθ ","con đường"
"payment ","n","ˈpeɪmənt ","sự chi trả"
"peaceful ","adj","ˈpisfəl ","hoà bình"
"percentage ","n","pərˈsɛntəʤ ","phần trăm"
"perfectly ","adv","ˈpɜrfəktli ","hoàn hảo"
"performance ","n","pərˈfɔrməns ","hiệu suất"
"personally ","adv","ˈpɜrsənəli ","cá nhân"
"persuade ","v","pərˈsweɪd ","thuyết phục"
"photographer ","n","fəˈtɑɡrəfər ","nhiếp ảnh gia"
"photography ","n","fəˈtɑɡrəfi ","nhiếp ảnh"
"pin ","n, v","pɪn ","ghim"
"pipe ","n","paɪp ","đường ống"
"place ","v","pleɪs ","địa điểm"
"planning ","n","ˈplænɪŋ ","lập kế hoạch"
"pleasant ","adj","ˈplɛzənt ","dễ thương"
"pleasure ","n","ˈplɛʒər ","vinh hạnh"
"plenty ","pron","ˈplɛnti ","nhiều"
"plot ","n","plɑt ","kịch bản"
"plus1 ","prep","plʌs1","cộng1"
"poem ","n","ˈpoʊəm ","bài thơ"
"poet ","n","ˈpoʊət ","nhà thơ"
"poetry ","n","ˈpoʊətri ","thơ"
"point ","v","pɔɪnt ","điểm"
"poison ","n, v","ˈpɔɪzən ","chất độc"
"poisonous ","adj","ˈpɔɪzənəs ","chất độc"
"policy ","n","ˈpɑləsi ","chính sách"
"political ","adj","pəˈlɪtəkəl ","thuộc về chính trị"
"politician ","n","ˌpɑləˈtɪʃən ","chính trị gia"
"politics ","n","ˈpɑləˌtɪks ","chính trị"
"port ","n","pɔrt ","Hải cảng"
"portrait ","n","ˈpɔrtrət ","chân dung"
"possibly ","adv","ˈpɑsəbli ","có khả năng"
"pot ","n","pɑt ","nồi"
"pour ","v","pɔr ","đổ"
"poverty ","n","ˈpɑvərti ","nghèo"
"powder ","n","ˈpaʊdər ","bột"
"powerful ","adj","ˈpaʊərfəl ","mạnh mẽ"
"practical ","adj","ˈpræktəkəl ","thực tế"
"pray ","v","preɪ ","cầu nguyện"
"prayer ","n","prɛr ","người cầu nguyện"
"prediction ","n","priˈdɪkʃən ","sự dự đoán"
"prepared ","adj","priˈpɛrd ","chuẩn bị"
"presentation ","n","ˌprɛzənˈteɪʃən ","bài thuyết trình"
"press ","n, v","prɛs ","nhấn"
"pressure ","n","ˈprɛʃər ","áp lực "
"pretend ","v","priˈtɛnd ","giả vờ"
