"choose ","verb","ʧuz ","chọn"
"cinema ","n","ˈsɪnəmə ","rạp chiếu phim"
"city ","n","ˈsɪti ","thành phố"
"class ","n","klæs ","lớp học"
"classroom ","n","ˈklæsˌrum ","lớp học"
"clean ","adj, verb","klin ","lau dọn"
"climb ","verb","klaɪm ","leo"
"clock ","n","klɑk ","cái đồng hồ"
"close1 ","verb","kloʊs1","đóng1"
"clothes ","n","kloʊðz ","quần áo"
"club ","n","klʌb ","câu lạc bộ"
"coat ","n","koʊt ","áo choàng"
"coffee ","n","ˈkɑfi ","cà phê"
"cold ","adj, n","koʊld ","lạnh lẽo"
"college ","n","ˈkɑlɪʤ ","trường cao đẳng"
"colour ","n","colour ","màu sắc"
"come ","verb","kʌm ","đến"
"common ","adj","ˈkɑmən ","chung"
"company ","n","ˈkʌmpəni ","công ty"
"compare ","verb","kəmˈpɛr ","so sánh"
"complete ","adj, verb","kəmˈplit ","hoàn thành"
"computer ","n","kəmˈpjutər ","máy tính"
"concert ","n","ˈkɑnsɜrt ","buổi hòa nhạc"
"conversation ","n","ˌkɑnvərˈseɪʃən ","cuộc hội thoại"
"cook ","verb","kʊk ","đầu bếp"
"cooking ","n","ˈkʊkɪŋ ","nấu nướng"
"cool ","adj","kul ","mát mẻ"
"correct ","adj, verb","kəˈrɛkt ","Chính xác"
"cost ","n, verb","kɑst ","trị giá"
"could ","modal verb","kʊd ","có thể"
"country ","n","ˈkʌntri ","quốc gia"
"course ","n","kɔrs ","khóa học"
"cousin ","n","ˈkʌzən ","anh em họ"
"cow ","n","kaʊ ","con bò"
"cream ","n","krim ","kem"
"create ","verb","kriˈeɪt ","tạo nên"
"culture ","n","ˈkʌlʧər ","văn hoá"
"cup ","n","kʌp ","tách"
"customer ","n","ˈkʌstəmər ","khách hàng"
"cut ","verb","kʌt ","cắt"
"dad ","n","dæd ","bố"
"dance ","n, verb","dæns ","nhảy"
"dancer ","n","ˈdænsər ","vũ công"
"dancing ","n","ˈdænsɪŋ ","khiêu vũ"
"dangerous ","adj","ˈdeɪnʤərəs ","nguy hiểm"
"dark ","adj","dɑrk ","tối tăm"
"date ","n","deɪt ","ngày"
"daughter ","n","ˈdɔtər ","con gái"
"day ","n","deɪ ","ngày"
"dear ","adj","dɪr ","Thân mến"
"December ","n","dɪˈsɛmbər ","Tháng 12"
"decide ","verb","ˌdɪˈsaɪd ","quyết định"
"delicious ","adj","dɪˈlɪʃəs ","thơm ngon"
"describe ","verb","dɪˈskraɪb ","mô tả"
"description ","n","dɪˈskrɪpʃən ","Sự miêu tả"
"design ","n, verb","dɪˈzaɪn ","thiết kế"
"desk ","n","dɛsk ","bàn làm việc"
"detail ","n","dɪˈteɪl ","chi tiết"
"dialogue ","n","ˈdaɪəˌlɔɡ ","hội thoại"
"dictionary ","n","ˈdɪkʃəˌnɛri ","từ điển"
"die ","verb","daɪ ","chết"
"diet ","n","ˈdaɪət ","ăn kiêng"
"difference ","n","ˈdɪfərəns ","sự khác biệt"
"different ","adj","ˈdɪfərənt ","khác biệt"
"difficult ","adj","ˈdɪfəkəlt ","khó "
"dinner ","n","ˈdɪnər ","bữa tối"
"dirty ","adj","ˈdɜrti ","bẩn thỉu"
"discuss ","verb","dɪˈskʌs ","bàn luận"
"dish ","n","dɪʃ ","món ăn"
"do1 ","verb, auxiliary verb","du1","làm1"
"doctor ","n","ˈdɑktər ","bác sĩ"
"dog ","n","dɔɡ ","chó"
"dollar ","n","ˈdɑlər ","đô la"
"door ","n","dɔr ","cửa"
"down ","adverb, preposition","daʊn ","xuống"
"downstairs ","adverb","ˈdaʊnˈstɛrz ","tầng dưới"
"draw ","verb","drɔ ","vẽ tranh"
"dress ","n, verb","drɛs ","đầm"
"drink ","n, verb","drɪŋk ","uống"
"drive ","verb","draɪv ","lái xe"
"driver ","n","ˈdraɪvər ","tài xế"
"during ","preposition","ˈdʊrɪŋ ","trong lúc"
"DVD ","n","ˌdiˌviˈdi ","đĩa DVD"
"each ","determiner/pron./adv.","iʧ ","mỗi"
"ear ","n","ir ","tai"
"early ","adj, adverb","ˈɜrli ","sớm"
"east ","n, adj, adverb","ist ","phía đông"
"easy ","adj","ˈizi ","dễ"
"eat ","verb","it ","ăn"
"egg ","n","ɛɡ ","trứng"
"eight ","number","eɪt ","tám"
"eighteen ","number","eɪˈtin ","mười tám"
"eighty ","number","ˈeɪti ","tám mươi"
"elephant ","n","ˈɛləfənt ","con voi"
"eleven ","number","ɪˈlɛvən ","mười một"
"else ","adverb","ɛls ","khác"
"email ","n, verb","iˈmeɪl ","e-mail"
"end ","n, verb","ɛnd ","kết thúc"
"enjoy ","verb","ɛnˈʤɔɪ ","thưởng thức"
"enough ","determiner, pron, adverb","ɪˈnʌf ","đủ"
"euro ","n","ˈjuroʊ ","euro"
"even ","adverb","ˈivɪn ","thậm chí"
"evening ","n","ˈivnɪŋ ","buổi tối"
"event ","n","ɪˈvɛnt ","sự kiện"
"ever ","adverb","ˈɛvər ","bao giờ"
"every ","determiner","ˈɛvəri ","mọi"
"everybody ","pron","ˈɛvriˌbɑdi ","mọi người"
"everyone ","pron","ˈɛvriˌwʌn ","mọi người"
"everything ","pron","ˈɛvriˌθɪŋ ","mọi thứ"
"exam ","n","ɪɡˈzæm ","bài thi"
"example ","n","ɪɡˈzæmpəl ","ví dụ"
"excited ","adj","ɪkˈsaɪtəd ","hào hứng"
"exciting ","adj","ɪkˈsaɪtɪŋ ","thú vị"
"exercise ","n, verb","ˈɛksərˌsaɪz ","bài tập"
"expensive ","adj","ɪkˈspɛnsɪv ","đắt"
"explain ","verb","ɪkˈspleɪn ","giải thích"
"extra ","adj","ˈɛkstrə ","thêm"
"eye ","n","aɪ ","mắt "
"face ","n","feɪs ","khuôn mặt"
"fact ","n","fækt ","sự thật"
"fall ","verb","fɔl ","ngã"
"FALSE","adj","fɔls ","SAI"
"family ","n, adj","ˈfæməli ","gia đình"
"famous ","adj","ˈfeɪməs ","nổi tiếng"
"fantastic ","adj","fænˈtæstɪk ","tuyệt vời"
"far ","adverb","fɑr ","xa"
"farm ","n","fɑrm ","nông trại"
"farmer ","n","ˈfɑrmər ","nông dân"
"fast ","adj, adverb","fæst ","nhanh"
"fat ","adj","fæt ","mập"
"father ","n","ˈfɑðər ","bố"
"favourite ","adj, n","favourite ","yêu thích"
"February ","n","ˈfɛbjəˌwɛri ","Tháng hai"
"feel ","verb","fil ","cảm thấy"
"feeling ","n","ˈfilɪŋ ","cảm giác"
"festival ","n","ˈfɛstəvəl ","lễ hội"
"few ","determiner/adj., pron","fju ","một vài"
"fifteen ","number","fɪfˈtin ","mười lăm"
"fifth ","number","fɪfθ ","thứ năm"
"fifty ","number","ˈfɪfti ","năm mươi"
"fill ","verb","fɪl ","đổ đầy"
"film ","n","fɪlm ","phim ảnh"
"final ","adj","ˈfaɪnəl ","cuối cùng"
"find ","verb","faɪnd ","tìm thấy"
"fine ","adj","faɪn ","khỏe"
"finish ","verb","ˈfɪnɪʃ ","hoàn thành"
"fire ","n","ˈfaɪər ","ngọn lửa"
"first ","determiner/number, adverb","fɜrst ","Đầu tiên"
"fish ","n","fɪʃ ","cá"
"five ","number","faɪv ","năm"
"flat ","n","flæt ","phẳng"
"flight ","n","flaɪt ","chuyến bay"
"floor ","n","flɔr ","sàn nhà"
"flower ","n","ˈflaʊər ","hoa"
"fly ","verb","flaɪ ","bay"
"follow ","verb","ˈfɑloʊ ","theo"
"food ","n","fud ","đồ ăn"
"foot ","n","fʊt ","chân"
"football ","n","ˈfʊtˌbɔl ","bóng đá"
"for ","preposition","fɔr ","vì"
"forget ","verb","fərˈɡɛt ","quên"
"form ","n, verb","fɔrm ","hình thức"
"forty ","number","ˈfɔrti ","bốn mươi"
"four ","number","fɔr ","bốn"
"fourteen ","number","ˈfɔrˈtin ","mười bốn"
"fourth ","number","fɔrθ ","thứ tư"
"free ","adj","fri ","miễn phí"
"Friday ","n","ˈfraɪˌdeɪ ","Thứ sáu"
"friend ","n","frɛnd ","người bạn"
"friendly ","adj","ˈfrɛndli ","thân thiện"
"from ","preposition","frʌm ","từ"
"front ","n, adj","frʌnt ","đằng trước"
"fruit ","n","frut ","hoa quả"
"full ","adj","fʊl ","đầy"
"fun ","n","fʌn ","vui vẻ"
"funny ","adj","ˈfʌni ","buồn cười"
"future ","n","ˈfjuʧər ","tương lai"
"game ","n","ɡeɪm ","trò chơi"
"garden ","n","ˈɡɑrdən ","vườn"
"geography ","n","ʤiˈɑɡrəfi ","địa lý"
"get ","verb","ɡɛt ","lấy"
"girl ","n","ɡɜrl ","con gái"
"girlfriend ","n","ˈɡɜrlˌfrɛnd ","bạn gái"
"give ","verb","ɡɪv ","đưa cho"
"glass ","n","ɡlæs ","thủy tinh"
"go ","verb","ɡoʊ ","đi"
"good ","adj","ɡʊd ","Tốt"
"goodbye ","exclam./n.","ˌɡʊdˈbaɪ ","tạm biệt"
"grandfather ","n","ˈɡrændˌfɑðər ","ông nội"
"grandmother ","n","ˈɡrændˌmʌðər ","bà ngoại"
"grandparent ","n","ˈɡrændˌpɛrənt ","ông bà"
"great ","adj","ɡreɪt ","Tuyệt"
"green ","adj, n","ɡrin ","màu xanh lá"
"grey ","adj, n","ɡreɪ ","xám"
"group ","n","ɡrup ","nhóm"
"grow ","verb","ɡroʊ ","phát triển"
"guess ","verb, n","ɡɛs ","đoán"
"guitar ","n","ɡɪˈtɑr ","đàn ghi ta"
"gym ","n","ʤɪm ","phòng thể dục"
"hair ","n","hɛr ","tóc"
"half ","n, determiner/pron.","hæf ","một nửa"
"hand ","n","hænd ","tay"
"happen ","verb","ˈhæpən ","xảy ra"
"happy ","adj","ˈhæpi ","vui mừng"
"hard ","adj, adverb","hɑrd ","cứng"
"hat ","n","hæt ","mũ"
"hate ","verb","heɪt ","ghét"
"have ","verb","hæv ","có"
"have ","to modal verb","hæv ","có"
"he ","pron","hi ","Anh ta"
"head ","n","hɛd ","cái đầu"
"health ","n","hɛlθ ","sức khỏe"
"healthy ","adj","ˈhɛlθi ","khỏe mạnh"
"hear ","verb","hir ","nghe"
"hello ","exclam./n.","həˈloʊ ","Xin chào"
"help ","verb, n","hɛlp ","giúp đỡ"
"her ","pron, determiner","hɜr ","cô ấy"
"here ","adverb","hir ","đây"
"hey ","exclam.","heɪ ","Chào"
"hi ","exclam.","haɪ ","CHÀO"
"high ","adj","haɪ ","cao"
"him ","pron","hɪm ","anh ta"
"his ","determiner","hɪz ","của anh ấy"
"history ","n","ˈhɪstəri ","lịch sử"
"hobby ","n","ˈhɑbi ","sở thích"
"holiday ","n","ˈhɑləˌdeɪ ","ngày lễ"
"home ","n, adverb","hoʊm ","trang chủ"
"homework ","n","ˈhoʊmˌwɜrk ","bài tập về nhà"
"hope ","verb","hoʊp ","mong"
"horse ","n","hɔrs ","ngựa"
"hospital ","n","ˈhɑˌspɪtəl ","bệnh viện"
"hot ","adj","hɑt ","nóng"
"hotel ","n","hoʊˈtɛl ","khách sạn"
"hour ","n","ˈaʊər ","giờ"
"house ","n","haʊs ","căn nhà"
"how ","adverb","haʊ ","Làm sao"
"however ","adverb","ˌhaʊˈɛvər ","Tuy nhiên"
"hundred ","number","ˈhʌndrəd ","trăm"
"hungry ","adj","ˈhʌŋɡri ","đói bụng"
"husband ","n","ˈhʌzbənd ","chồng"
"I ","pron","aɪ ","TÔI"
"ice ","n","aɪs ","đá"
"ice ","cream n","aɪs ","đá"
"idea ","n","aɪˈdiə ","ý tưởng"
"if ","conj.","ɪf ","nếu như"
"imagine ","verb","ɪˈmæʤən ","tưởng tượng"
"important ","adj","ɪmˈpɔrtənt ","quan trọng"
"improve ","verb","ɪmˈpruv ","cải thiện "
"in ","preposition, adverb","ɪn ","TRONG"
"include ","verb","ɪnˈklud ","bao gồm"
"information ","n","ˌɪnfərˈmeɪʃən ","thông tin"
"interest ","n, verb","ˈɪntrəst ","quan tâm"
"interested ","adj","ˈɪntrəstəd ","thú vị"
"interesting ","adj","ˈɪntrəstɪŋ ","hấp dẫn"
"internet ","n","ˈɪntərˌnɛt ","Internet"
"interview ","n, verb","ˈɪntərˌvju ","phỏng vấn"
"into ","preposition","ˈɪntu ","vào trong"
"introduce ","verb","ˌɪntrəˈdus ","giới thiệu"
"island ","n","ˈaɪlənd ","hòn đảo"
"it ","pron","ɪt ","Nó"
"its ","determiner","ɪts ","của nó"
"jacket ","n","ˈʤækət ","áo khoác"
"January ","n","ˈʤænjuˌɛri ","Tháng Một"
"jeans ","n","ʤinz ","Quần jean"
"job ","n","ʤɑb ","công việc"
"join ","verb","ʤɔɪn ","tham gia"
"journey ","n","ˈʤɜrni ","hành trình"
"juice ","n","ʤus ","nước ép"
"July ","n","ˌʤuˈlaɪ ","Tháng bảy"
"June ","n","ʤun ","Tháng sáu"
"just ","adverb","ʤʌst ","chỉ"
"keep ","verb","kip ","giữ"
"key ","n, adj","ki ","chìa khóa"
"kilometre ","n","ˌkɪˈlɔˌmʌtər ","km"
"kind ","(type) n","kaɪnd ","loại"
"kitchen ","n","ˈkɪʧən ","phòng bếp"
"know ","verb","noʊ ","biết"
"land ","n","lænd ","đất"
"language ","n","ˈlæŋɡwəʤ ","ngôn ngữ"
"large ","adj","lɑrʤ ","lớn"
"last1 ","(final) determiner","læst1","cuối cùng1"
"late ","adj, adverb","leɪt ","muộn"
"later ","adverb","ˈleɪtər ","sau đó"
"laugh ","verb, n","læf ","cười"
"learn ","verb","lɜrn ","học hỏi"
"leave ","verb","liv ","rời khỏi"
"left ","adj, adverb, n","lɛft ","bên trái"
"leg ","n","lɛɡ ","chân"
"lesson ","n","ˈlɛsən ","bài học"
"let ","verb","lɛt ","cho phép"
"letter ","n","ˈlɛtər ","thư"
"library ","n","ˈlaɪˌbrɛri ","thư viện"
"lie1 ","verb","laɪ1","nói dối1"
"life ","n","laɪf ","mạng sống"
"light ","(from the sun/a lamp) n,","laɪt ","ánh sáng"
"#VALUE!","#VALUE!","#ˈvælju!","#GIÁ TRỊ!"
"like ","(similar) preposition","laɪk ","giống"
"like ","(find sb/sth pleasant) verb","laɪk ","giống"
"line ","n","laɪn ","đường kẻ"
"lion ","n","ˈlaɪən ","con sư tử"
"list ","n, verb","lɪst ","danh sách"
"listen ","verb","ˈlɪsən ","Nghe"
"little ","adj, determiner/pron.","ˈlɪtəl ","nhỏ bé"
"live1 ","verb","lɪv1","sống1"
"local ","adj","ˈloʊkəl ","địa phương"
"long1 ","adj, adverb","lɔŋ1","dài1"
"look ","verb","lʊk ","Nhìn"
"lose ","verb","luz ","thua"
"lot ","pron, determiner, adverb","lɑt ","nhiều"
"love ","n, verb","lʌv ","yêu"
"lunch ","n","lʌnʧ ","bữa trưa"
"machine ","n","məˈʃin ","máy móc"
"magazine ","n","ˈmæɡəˌzin ","tạp chí"
"main ","adj","meɪn ","chủ yếu"
"make ","verb","meɪk ","làm"
"man ","n","mæn ","người đàn ông"
"many ","determiner/pron.","ˈmɛni ","nhiều"
"map ","n","mæp ","bản đồ"
"March ","n","mɑrʧ ","Bước đều"
"market ","n","ˈmɑrkət ","chợ"
"married ","adj","ˈmɛrid ","đã cưới"
"match ","(contest/correspond) n, verb","mæʧ ","cuộc thi đấu"
"May ","n","meɪ ","Có thể"
"maybe ","adverb","ˈmeɪbi ","Có lẽ"
"me ","pron","mi ","Tôi"
"meal ","n","mil ","bữa ăn"
"mean ","verb","min ","nghĩa là"
"meaning ","n","ˈminɪŋ ","nghĩa"
"meat ","n","mit ","thịt"
"meet ","verb","mit ","gặp"
"meeting ","n","ˈmitɪŋ ","cuộc họp"
"member ","n","ˈmɛmbər ","thành viên"
"menu ","n","ˈmɛnju ","thực đơn"
"message ","n","ˈmɛsəʤ ","tin nhắn"
"metre ","n","ˈmitər ","mét"
"midnight ","n","ˈmɪdˌnaɪt ","nửa đêm"
"mile ","n","maɪl ","dặm"
"milk ","n","mɪlk ","sữa"
"million ","number","ˈmɪljən ","triệu"
"minute1 ","n","ˈmɪnət1","phút1"
"miss ","verb","mɪs ","cô"
"mistake ","n","mɪsˈteɪk ","sai lầm"
"model ","n","ˈmɑdəl ","người mẫu"
"modern ","adj","ˈmɑdərn ","hiện đại"
"moment ","n","ˈmoʊmənt ","chốc lát"
"Monday ","n","ˈmʌnˌdeɪ ","Thứ hai"
"money ","n","ˈmʌni ","tiền bạc"
"month ","n","mʌnθ ","tháng"
"more ","determiner/pron., adverb","mɔr ","hơn"
"morning ","n","ˈmɔrnɪŋ ","buổi sáng"
"most ","determiner/pron., adverb","moʊst ","hầu hết"
"mother ","n","ˈmʌðər ","mẹ"
"mountain ","n","ˈmaʊntən ","núi"
"mouse ","n","maʊs ","chuột"
"mouth ","n","maʊθ ","miệng"
"move ","verb","muv ","di chuyển"
"movie ","n","ˈmuvi ","bộ phim"
"much ","determiner/pron., adverb","mʌʧ ","nhiều"
"mum ","n","mʌm ","mẹ"
"museum ","n","mjuˈziəm ","bảo tàng"
"music ","n","ˈmjuzɪk ","âm nhạc"
"must ","modal verb","mʌst ","phải"
"my ","determiner","maɪ ","Của tôi"
"name ","n, verb","neɪm ","tên"
"natural ","adj","ˈnæʧərəl ","tự nhiên"
"near ","preposition, adj, adverb","nɪr ","gần"
"need ","verb","nid ","nhu cầu"
"negative ","adj","ˈnɛɡətɪv ","tiêu cực"
"neighbour ","n","neighbour ","hàng xóm"
"never ","adverb","ˈnɛvər ","không bao giờ"
"new ","adj","nu ","mới"
"news ","n","nuz ","Tin tức"
"newspaper ","n","ˈnuzˌpeɪpər ","báo"
"next ","adj, adverb","nɛkst ","Kế tiếp"
"next ","to preposition","nɛkst ","Kế tiếp"
"nice ","adj","naɪs ","Đẹp"
"night ","n","naɪt ","đêm"
"nine ","number","naɪn ","chín"
"nineteen ","number","ˈnaɪnˈtin ","mười chín"
"ninety ","number","ˈnaɪnti ","chín mươi"
"no ","exclam., determiner","noʊ ","KHÔNG"
"no ","one pron","noʊ ","KHÔNG"
"nobody ","pron","ˈnoʊˌbɑˌdi ","không ai"
"north ","n, adj, adverb","nɔrθ ","phía bắc"
"nose ","n","noʊz ","mũi"
"not ","adverb","nɑt ","không"
"note ","n","noʊt ","ghi chú"
"nothing ","pron","ˈnʌθɪŋ ","Không có gì"
"November ","n","noʊˈvɛmbər ","Tháng mười một"
"now ","adverb","naʊ ","Hiện nay"
"number ","n","ˈnʌmbər ","con số"
"nurse ","n","nɜrs ","y tá"
"object ","n","ˈɑbʤɛkt ","sự vật"
"o’clock ","adverb","əˈklɑk ","giờ"
"October ","n","ɑkˈtoʊbər ","Tháng Mười"
"of ","preposition","ʌv ","của"
"off ","adverb, preposition","ɔf ","tắt"
"office ","n","ˈɔfəs ","văn phòng"
"often ","adverb","ˈɔfən ","thường"
"oh ","exclam.","oʊ ","Ồ"
"OK ","exclam., adj/adv.","ˈoʊˈkeɪ ","ĐƯỢC RỒI"
"old ","adj","oʊld ","cũ"
"on ","preposition, adverb","ɑn ","TRÊN"
"once ","adverb","wʌns ","một lần"
"one ","number/det., pron","wʌn ","một"
"onion ","n","ˈʌnjən ","củ hành"
"online ","adj, adverb","ˈɔnˌlaɪn ","trực tuyến"
"only ","adj, adverb","ˈoʊnli ","chỉ một"
"open ","adj, verb","ˈoʊpən ","mở"
"opinion ","n","əˈpɪnjən ","ý kiến"
"opposite ","adj, n, preposition, adverb","ˈɑpəzət ","đối diện"
"or ","conj.","ɔr ","hoặc"
"orange ","n, adj","ˈɔrənʤ ","quả cam"
"order ","n, verb","ˈɔrdər ","đặt hàng"
"other ","adj/pron.","ˈʌðər ","khác"
"our ","determiner","ˈaʊər ","của chúng tôi"
"out ","adverb/prep.","aʊt ","ngoài"
"outside ","adverb","ˈaʊtˈsaɪd ","ngoài"
"over ","preposition, adverb","ˈoʊvər ","qua"
"own ","adj/pron.","oʊn ","sở hữu"
"page ","n","peɪʤ ","trang"
"paint ","verb, n","peɪnt ","sơn"
"painting ","n","ˈpeɪntɪŋ ","bức vẽ"
"pair ","n","pɛr ","đôi"
"paper ","n","ˈpeɪpər ","giấy"
"paragraph ","n","ˈpærəˌɡræf ","đoạn văn"
"parent ","n","ˈpɛrənt ","cha mẹ"
"park ","n, verb","pɑrk ","công viên"
"part ","n","pɑrt ","phần"
"partner ","n","ˈpɑrtnər ","cộng sự"
"party ","n","ˈpɑrti ","buổi tiệc"
"passport ","n","ˈpæˌspɔrt ","hộ chiếu"
"past ","adj, n, preposition","pæst ","quá khứ"
"pay ","verb","peɪ ","chi trả"
"pen ","n","pɛn ","cái bút"
"pencil ","n","ˈpɛnsəl ","bút chì"
"people ","n","ˈpipəl ","mọi người"
"pepper ","n","ˈpɛpər ","hạt tiêu"
"perfect ","adj","ˈpɜrˌfɪkt ","hoàn hảo "
"period ","n","ˈpɪriəd ","Giai đoạn"
"person ","n","ˈpɜrsən ","người"
"personal ","adj","ˈpɜrsɪnɪl ","riêng tư"
"phone ","n, verb","foʊn ","điện thoại"
"photo ","n","ˈfoʊˌtoʊ ","hình chụp"
"photograph ","n","ˈfoʊtəˌɡræf ","ảnh chụp"
"phrase ","n","freɪz ","cụm từ"
"piano ","n","piˈænoʊ ","đàn piano"
"picture ","n","ˈpɪkʧər ","hình ảnh"
